"Date","Plan..KZT","Fact..KZT..with.discount.","Fact..KZT..without.discount.","Diff..KZT","Average.discount","Traffic","Receipt..customers.","Sold.pcs","pcs..customers","Averame.amount.of.cheque","Average.price.piece","Qty.of.hours","Productivity","Cost.of.sales"
"3/23/2018",2e+06,1530650,1594100,-469350,3.98,1418,67,98,1.46,22845.52,15618.88,86,17798,506498
"3/24/2018",1800000,1233680,1280150,-566320,3.63,1235,50,77,1.54,24673.6,16021.82,98,12589,404908
"3/25/2018",1800000,1615370,1683950,-184630,4.07,1527,49,101,2.06,32966.73,15993.76,72,22436,522621
"3/26/2018",1100000,478020,508200,-621980,5.94,584,22,36,1.64,21728.18,13278.33,68,7030,157835
"3/27/2018",1100000,425270,447650,-674730,5,738,22,27,1.23,19330.45,15750.74,68,6254,143112
"3/28/2018",1100000,833200,867100,-266800,3.91,838,31,58,1.87,26877.42,14365.52,83,10039,267442
"3/29/2018",1100000,530710,533450,-569290,0.51,906,28,31,1.11,18953.93,17119.68,80,6634,167949
"3/30/2018",1100000,760620,797500,-339380,4.62,879,29,50,1,84513.33,84513.33,84,9055,253088
"3/31/2018",2e+06,1913090,2040100,-86910,6.23,1406,78,138,1.77,24526.79,13862.97,78,24527,628032
"4/1/2018",2e+06,1159400,1264600,-840600,8.32,1249,60,88,1.47,19323.33,13175,94,12334,401904
"4/2/2018",1e+06,657570,707750,-342430,7.09,804,28,45,1.61,23484.64,14612.67,64,10275,216045
"4/3/2018",1e+06,571450,625150,-428550,8.59,684,23,37,1.61,24845.65,15444.59,74,7722,193053
"4/4/2018",1e+06,882590,915000,-117410,3.54,902,37,60,1.62,23853.78,14709.83,68,12979,282295
"4/5/2018",1e+06,1194270,1268100,194270,5.82,930,46,78,1.7,25962.39,15311.15,84,14218,391317
"4/6/2018",1200000,1350720,1456400,150720,7.26,1039,49,92,1.88,27565.71,14681.74,90,15008,451912
"4/7/2018",2e+06,2067430,2268160,67430,8.85,1580,72,137,1.9,28714.31,15090.73,94,21994,703923
"4/8/2018",2e+06,1744100,1889650,-255900,7.7,1291,87,127,1.46,20047.13,13733.07,106,16454,565693
"4/9/2018",1e+06,813300,864940,-186700,5.97,730,46,61,1.33,17680.43,13332.79,78,10427,272403
"4/10/2018",1e+06,777750,875450,-222250,11.16,834,31,51,1.65,25088.71,15250,68,11438,677505
"4/11/2018",1e+06,647460,693800,-352540,6.68,743,28,44,1.57,23123.57,14715,62,10443,213893
"4/12/2018",1e+06,671060,719700,-328940,6.76,756,27,46,1.7,24854.07,14588.26,82,8184,651439
"4/13/2018",1200000,717650,748650,-482350,4.14,768,34,47,1.38,21107.35,15269.15,60,11961,230410
"4/14/2018",2e+06,1865720,1965950,-134280,5.1,1478,61,121,1.98,30585.57,15419.17,82,22753,602658
"4/15/2018",2e+06,1539700,1732250,-460300,11.12,1384,61,115,1.89,25240.98,13388.7,100,15397,531470
"4/16/2018",1e+06,850910,934010,-149090,8.9,693,31,60,1.94,27448.71,14181.83,78,10909,300534
"4/17/2018",1e+06,801500,872210,-198500,8.11,767,32,56,1.75,25046.88,14312.5,78,10276,270559
"4/18/2018",1e+06,678070,803400,-321930,15.6,733,29,52,1.79,23381.72,13039.81,78,8693,669621
"4/19/2018",1e+06,884750,1033450,-115250,14.39,704,42,71,1.69,21065.48,12461.27,66,13405,NA
